citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ב ש""פ 2575/13","""מניעת ההפחדה וההקנטה לשמן היא שעומדת ביסוד האינטרס החברתי המוגן בעבירת האיומים... אינטרס החברה הוא להגן על שלוות נפשו של הפרט... מפני מעשי הפחדה והקנטה שלא כדין. אינטרס חברתי נוסף אף הוא מוגן בעקיפין בעבירה זו, והוא נוגע לחופש הפעולה והבחירה של הפרט..."" (ע""פ 103/88 ליכטמן, בסע' 6 לפסה""ד).
בית המשפט העליון אף הטעים כי ""אין להקל ראש בעבירת האיומים המיוחסות למבקש, שכן כבר ""הוכח מספר פעמים, כי אך כפסע בין איום למעשה..."" (בש""פ 2575/13 וורקו מיום 14.4.13, בסע' 6 להחלטה). ובענייננו כך אכן ארע – אחרי שפעמיים איים על המתלונן, הנאשם ניסה לרצוח אותו.
ד. ובאשר לערך החברתי שנפגע מעבירת הפרה הוראה חוקית: ""...עבירה של הפרת הוראה חוקית, המעידה...על זלזול חמור בשלטון החוק..."" (ע""פ 2760/11 פלוני בסע' 23 לפסה""ד).","בית המשפט העליון אף הטעים כי ""אין להקל ראש בעבירת האיומים המיוחסות למבקש, שכן כבר ""הוכח מספר פעמים, כי אך כפסע בין איום למעשה..."" (בש""פ 2575/13 וורקו מיום 14.4.13, בסע' 6 להחלטה). ובענייננו כך אכן ארע – אחרי שפעמיים איים על המתלונן, הנאשם ניסה לרצוח אותו.",0,"ע""פ 103/88",http://www.nevo.co.il/case/17944047
"ע""פ 2760/11","בית המשפט העליון אף הטעים כי ""אין להקל ראש בעבירת האיומים המיוחסות למבקש, שכן כבר ""הוכח מספר פעמים, כי אך כפסע בין איום למעשה..."" (בש""פ 2575/13 וורקו מיום 14.4.13, בסע' 6 להחלטה). ובענייננו כך אכן ארע – אחרי שפעמיים איים על המתלונן, הנאשם ניסה לרצוח אותו.
ד. ובאשר לערך החברתי שנפגע מעבירת הפרה הוראה חוקית: ""...עבירה של הפרת הוראה חוקית, המעידה...על זלזול חמור בשלטון החוק..."" (ע""פ 2760/11 פלוני בסע' 23 לפסה""ד).
מידת הפגיעה בערכים החברתיים דלעיל - הנאשם איים על המתלונן במספר הזדמנויות, ואף למעשה מימש את איומיו, כאשר הוא ירה במתלונן וניסה לגרום למותו, עם נשק שהנאשם החזיק שלא כדין, וזאת תוך הפרת הוראה של קצין משטרה אשר הורתה לו להימנע מיצירת קשר עם המתלונן. נראה אפוא כי הפגיעה בערכים החברתיים המוזכרים לעיל, הינה משמעותית וקשה.","ד. ובאשר לערך החברתי שנפגע מעבירת הפרה הוראה חוקית: ""...עבירה של הפרת הוראה חוקית, המעידה...על זלזול חמור בשלטון החוק..."" (ע""פ 2760/11 פלוני בסע' 23 לפסה""ד).",0,"ש""פ 2575/13",
"ע""פ 6908/10","מדיניות הענישה הנהוגה בעבירה של ניסיון לרצח (נשוא אישום שלישי):
בע""פ 6908/10 דוד (מיום 2.1.13), הורשע הנאשם, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ועבירה של קשירת קשר לביצוע פשע, ונידון ל- 12 שנות מאסר בפועל. הנאשם ירה במתלונן שהיה חברו שתי יריות שפגעו בו ויריות נוספות שהחטיאו. לנאשם היה עבר פלילי, גם בעבירות אלימות.
בע""פ 5606/10 בוניפד (מיום 19.12.12), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, תקיפה ושתי עבירות איומים ונידון ל- 10 שנות מאסר בפועל. הנאשם, כבן 61 בעת האירוע, דקר את מכרו בן כ- 75 שנים, מספר פעמים עם סכין בצווארו ובפניו. לנאשם היה עבר פלילי מכביד. ניתן משקל לעובדה שהנאשם הינו אדם מבוגר עם מצב בריאותי לא טוב.
בענישה שתוטל על הנאשם יש צורך גם בהרתעתו מפני ביצוע עבירות נוספות בעתיד (סע' 40ו לחוק) וגם בהרתעת הרבים (סע' 40ז לחוק) מפני ביצוע עבירות מסוג העבירות שביצע הנאשם. בהקשר זה ראוי להזכיר מדבריו של בית המשפט העליון, דברים היפים גם לענייננו:
""שימוש באלימות בכלל, ועל רקע סכסוכים פעוטים בפרט, הפך בשנים האחרונות לתופעה שרבים חוטאים בה, ועם כך לא ניתן להשלים. חמור שבעתיים הוא השימוש בנשק בסכסוכים מסוג זה, ועל כן מצווים בתי המשפט לשגר מסר שיבהיר לכל, כי כל החוטא בתחום זה יהא צפוי לתגובה עונשית קשה אשר עלולה לכלול גם כליאה ממושכת"" (ע""פ 5652/07 בוחניק, בעמ' 2; וראו גם: בע""פ 1645/08 פלוני דלעיל, המובאה שבסע' 33 לפסה""ד; ע""פ 6908/10 דוד, מיום 2.1.13, בסע' 24 לפסה""ד).
בנסיבות דלעיל שבתיק זה, לא מצאתי כי ישנה הצדקה לחרוג ממתחמי הענישה שנקבעו לעיל, בין לצד הקולא מחמת שיקולי שיקום של הנאשם, ובין לצד החומרא לצורכי הגנה על שלום הציבור מפני הנאשם [סע' 40ג(ב), 40ד ו-40ה לחוק]. ריבוי עבירות - הנאשם הורשע בשלושה אירועים שונים, אך עניינם המהותי זהה - האיומים כלפי המתלונן, וביצועם בפועל על ידי כך שניסה לרצוח אותו. משכך, אציע לחבריי לגזור על הנאשם עונש כולל לכל האירועים [סע' 40יג(ב) לחוק].","בע""פ 6908/10 דוד (מיום 2.1.13), הורשע הנאשם, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ועבירה של קשירת קשר לביצוע פשע, ונידון ל- 12 שנות מאסר בפועל. הנאשם ירה במתלונן שהיה חברו שתי יריות שפגעו בו ויריות נוספות שהחטיאו. לנאשם היה עבר פלילי, גם בעבירות אלימות.

""וע""פ 6908/10 דוד, מיום 2.1.13, בסע' 24 לפסה""ד"".",1,"ע""פ 6908/10",http://www.nevo.co.il/case/5777788
"ע""פ 5606/10","בע""פ 6908/10 דוד (מיום 2.1.13), הורשע הנאשם, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ועבירה של קשירת קשר לביצוע פשע, ונידון ל- 12 שנות מאסר בפועל. הנאשם ירה במתלונן שהיה חברו שתי יריות שפגעו בו ויריות נוספות שהחטיאו. לנאשם היה עבר פלילי, גם בעבירות אלימות.
בע""פ 5606/10 בוניפד (מיום 19.12.12), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, תקיפה ושתי עבירות איומים ונידון ל- 10 שנות מאסר בפועל. הנאשם, כבן 61 בעת האירוע, דקר את מכרו בן כ- 75 שנים, מספר פעמים עם סכין בצווארו ובפניו. לנאשם היה עבר פלילי מכביד. ניתן משקל לעובדה שהנאשם הינו אדם מבוגר עם מצב בריאותי לא טוב.
בע""פ 9862/08 מהרטה (מיום 13.4.10) הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח והפרעה לשוטר בשעת מילוי תפקידו ונידון ל- 14 שנות מאסר בפועל. הנאשם הלך אחרי ילדה שהלכה לבקש עזרה מהמתלונן, והנאשם ירה בו. המתלונן נותר משותק בפלג גופו התחתון ומרותק לכסא גלגלים.","בע""פ 5606/10 בוניפד (מיום 19.12.12), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, תקיפה ושתי עבירות איומים ונידון ל- 10 שנות מאסר בפועל. הנאשם, כבן 61 בעת האירוע, דקר את מכרו בן כ- 75 שנים, מספר פעמים עם סכין בצווארו ובפניו. לנאשם היה עבר פלילי מכביד. ניתן משקל לעובדה שהנאשם הינו אדם מבוגר עם מצב בריאותי לא טוב.",1,"ע""פ 6908/10",http://www.nevo.co.il/case/5777788
"ע""פ 9862/08","בע""פ 5606/10 בוניפד (מיום 19.12.12), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, תקיפה ושתי עבירות איומים ונידון ל- 10 שנות מאסר בפועל. הנאשם, כבן 61 בעת האירוע, דקר את מכרו בן כ- 75 שנים, מספר פעמים עם סכין בצווארו ובפניו. לנאשם היה עבר פלילי מכביד. ניתן משקל לעובדה שהנאשם הינו אדם מבוגר עם מצב בריאותי לא טוב.
בע""פ 9862/08 מהרטה (מיום 13.4.10) הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח והפרעה לשוטר בשעת מילוי תפקידו ונידון ל- 14 שנות מאסר בפועל. הנאשם הלך אחרי ילדה שהלכה לבקש עזרה מהמתלונן, והנאשם ירה בו. המתלונן נותר משותק בפלג גופו התחתון ומרותק לכסא גלגלים.
ע""פ 1645/08 פלוני (מיום 3.9.09), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 11 שנות מאסר בפועל. מספר קליעים פגעו במתלונן, שהיה בקשר עם אחות הנאשם. לנאשם היה עבר פלילי מקל והוא שהה תקופה ארוכה במעצר בית.","בע""פ 9862/08 מהרטה (מיום 13.4.10) הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח והפרעה לשוטר בשעת מילוי תפקידו ונידון ל- 14 שנות מאסר בפועל. הנאשם הלך אחרי ילדה שהלכה לבקש עזרה מהמתלונן, והנאשם ירה בו. המתלונן נותר משותק בפלג גופו התחתון ומרותק לכסא גלגלים.",1,"ע""פ 5606/10",http://www.nevo.co.il/case/5780070
"ע""פ 1645/08","בענישה שתוטל על הנאשם יש צורך גם בהרתעתו מפני ביצוע עבירות נוספות בעתיד (סע' 40ו לחוק) וגם בהרתעת הרבים (סע' 40ז לחוק) מפני ביצוע עבירות מסוג העבירות שביצע הנאשם. בהקשר זה ראוי להזכיר מדבריו של בית המשפט העליון, דברים היפים גם לענייננו:
""שימוש באלימות בכלל, ועל רקע סכסוכים פעוטים בפרט, הפך בשנים האחרונות לתופעה שרבים חוטאים בה, ועם כך לא ניתן להשלים. חמור שבעתיים הוא השימוש בנשק בסכסוכים מסוג זה, ועל כן מצווים בתי המשפט לשגר מסר שיבהיר לכל, כי כל החוטא בתחום זה יהא צפוי לתגובה עונשית קשה אשר עלולה לכלול גם כליאה ממושכת"" (ע""פ 5652/07 בוחניק, בעמ' 2; וראו גם: בע""פ 1645/08 פלוני דלעיל, המובאה שבסע' 33 לפסה""ד; ע""פ 6908/10 דוד, מיום 2.1.13, בסע' 24 לפסה""ד).
בנסיבות דלעיל שבתיק זה, לא מצאתי כי ישנה הצדקה לחרוג ממתחמי הענישה שנקבעו לעיל, בין לצד הקולא מחמת שיקולי שיקום של הנאשם, ובין לצד החומרא לצורכי הגנה על שלום הציבור מפני הנאשם [סע' 40ג(ב), 40ד ו-40ה לחוק]. ריבוי עבירות - הנאשם הורשע בשלושה אירועים שונים, אך עניינם המהותי זהה - האיומים כלפי המתלונן, וביצועם בפועל על ידי כך שניסה לרצוח אותו. משכך, אציע לחבריי לגזור על הנאשם עונש כולל לכל האירועים [סע' 40יג(ב) לחוק].
בע""פ 9862/08 מהרטה (מיום 13.4.10) הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח והפרעה לשוטר בשעת מילוי תפקידו ונידון ל- 14 שנות מאסר בפועל. הנאשם הלך אחרי ילדה שהלכה לבקש עזרה מהמתלונן, והנאשם ירה בו. המתלונן נותר משותק בפלג גופו התחתון ומרותק לכסא גלגלים.
ע""פ 1645/08 פלוני (מיום 3.9.09), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 11 שנות מאסר בפועל. מספר קליעים פגעו במתלונן, שהיה בקשר עם אחות הנאשם. לנאשם היה עבר פלילי מקל והוא שהה תקופה ארוכה במעצר בית.
בע""פ 9334/02 בורקאן (מיום 3.4.06), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, פציעה בנסיבות מחמירות ונשיאת נשק שלא כדין, ונידון ל- 10 שנות מאסר בפועל. הנאשם ירה 10 כדורי אקדח לעבר המתלונן לאור חשדו כי אחיו ביצע עבירת מין בבן משפחתו. לנאשם היה עבר פלילי מכביד.
א.הערך החברתי שנפגע מביצוע העבירה של ניסיון לרצח: עבירה זו היא מהחמורות שבספר החוקים - בצידה עד 20 שנות מאסר, והאיסור הגלום בה מגן על עקרון קדושת החיים, ועל ההכרח למנוע התנהגות אסורה שמשמעה זלזול בחיי אדם. בית המשפט העליון אמר לא פעם את דברו בהקשר למשמעותה, השלכותיה וחומרתה של עבירת אלימות המבוצעת באמצעות נשק חם:
""המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 1645/08 פלוני, מיום 3.9.09, בסע' 33 לפסה""ד; ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד, וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5).
הדברים דלעיל של בית המשפט העליון, בשינויים המחוייבים, קולעים היטב גם לענייננו.","בע""פ 1645/08 פלוני (מיום 3.9.09), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 11 שנות מאסר בפועל. מספר קליעים פגעו במתלונן, שהיה בקשר עם אחות הנאשם. לנאשם היה עבר פלילי מקל והוא שהה תקופה ארוכה במעצר בית.

""המערער ביצע עבירה אלימות חמורה ביותר תוך שימוש בנשק חם. אך בנס הסתיים האירוע כפי שהסתיים ולא בתוצאה קשה בהרבה של קיפוח חייו של המתלונן. האירוע הותיר רישומו על המתלונן אשר הפציעות...שנגרמו לו משפיעות על חייו עד היום ומקשות עליו להשתלב בשוק העבודה. מעשה העבירה שאינו אלא אקט של לקיחת החוק לידיים, פתרון סכסוכים בדרכי אלימות ועשיית דין עצמי, מבטא לא רק זלזול בערך חיי אדם, אלא בכל אותם יסודות שקיומה של חברה מתוקנת תלוי בהם. מחובתו של בית המשפט לשרש התנהגות מעין זו לאור השלכותיה הרות האסון"" (ע""פ 1645/08 פלוני, מיום 3.9.09, בסע' 33 לפסה""ד; ע""פ 8641/12 סעד מיום 5.8.13, בסע' 33 לפסה""ד, וראו גם: ע""פ 5797/11 צסן מיום 5.8.12, פיסקה 5).",1,"ע""פ 5652/07",http://www.nevo.co.il/case/6026058
"ע""פ 9334/02","ע""פ 1645/08 פלוני (מיום 3.9.09), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 11 שנות מאסר בפועל. מספר קליעים פגעו במתלונן, שהיה בקשר עם אחות הנאשם. לנאשם היה עבר פלילי מקל והוא שהה תקופה ארוכה במעצר בית.
בע""פ 9334/02 בורקאן (מיום 3.4.06), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, פציעה בנסיבות מחמירות ונשיאת נשק שלא כדין, ונידון ל- 10 שנות מאסר בפועל. הנאשם ירה 10 כדורי אקדח לעבר המתלונן לאור חשדו כי אחיו ביצע עבירת מין בבן משפחתו. לנאשם היה עבר פלילי מכביד.
בע""פ 8978/02 אלחרר (מיום 22.5.03), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 14 שנות מאסר בפועל. הנאשם ירה במתלונן חמש יריות, אשר השאירו את המתלונן משותק בגפיו התחתונות. לנאשם היה עבר פלילי, גם בעבירות אלימות.","בע""פ 9334/02 בורקאן (מיום 3.4.06), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, פציעה בנסיבות מחמירות ונשיאת נשק שלא כדין, ונידון ל- 10 שנות מאסר בפועל. הנאשם ירה 10 כדורי אקדח לעבר המתלונן לאור חשדו כי אחיו ביצע עבירת מין בבן משפחתו. לנאשם היה עבר פלילי מכביד.",1,"ע""פ 1645/08",http://www.nevo.co.il/case/6103934
"ע""פ 8978/02","בע""פ 9334/02 בורקאן (מיום 3.4.06), הנאשם הורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח, פציעה בנסיבות מחמירות ונשיאת נשק שלא כדין, ונידון ל- 10 שנות מאסר בפועל. הנאשם ירה 10 כדורי אקדח לעבר המתלונן לאור חשדו כי אחיו ביצע עבירת מין בבן משפחתו. לנאשם היה עבר פלילי מכביד.
בע""פ 8978/02 אלחרר (מיום 22.5.03), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 14 שנות מאסר בפועל. הנאשם ירה במתלונן חמש יריות, אשר השאירו את המתלונן משותק בגפיו התחתונות. לנאשם היה עבר פלילי, גם בעבירות אלימות.
בתפ""ח (מרכז) 36578-05-12 אגנהו (מיום 6.5.13) הנאשם הורשע עפ""י הודייתו בעבירה של ניסיון לרצח, ונידון ל- 11 שנות מאסר בפועל. הנאשם ירה במתלונן, עימו היה לו סכסוך כספי, מטווח קרוב 15 כדורים. יצויין, כי על פסק הדין תלוי ועומד ערעור בביהמ""ש העליון.","בע""פ 8978/02 אלחרר (מיום 22.5.03), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 14 שנות מאסר בפועל. הנאשם ירה במתלונן חמש יריות, אשר השאירו את המתלונן משותק בגפיו התחתונות. לנאשם היה עבר פלילי, גם בעבירות אלימות.",1,"ע""פ 9334/02",http://www.nevo.co.il/case/5877395
"תפ""ח (מרכז) 36578-05-12","בע""פ 8978/02 אלחרר (מיום 22.5.03), הנאשם הורשע, לאחר שמיעת ראיות, בעבירה של ניסיון לרצח ובעבירות בנשק, ונידון ל- 14 שנות מאסר בפועל. הנאשם ירה במתלונן חמש יריות, אשר השאירו את המתלונן משותק בגפיו התחתונות. לנאשם היה עבר פלילי, גם בעבירות אלימות.
בתפ""ח (מרכז) 36578-05-12 אגנהו (מיום 6.5.13) הנאשם הורשע עפ""י הודייתו בעבירה של ניסיון לרצח, ונידון ל- 11 שנות מאסר בפועל. הנאשם ירה במתלונן, עימו היה לו סכסוך כספי, מטווח קרוב 15 כדורים. יצויין, כי על פסק הדין תלוי ועומד ערעור בביהמ""ש העליון.
מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: ע""פ 5604/11 נאסר (מיום 5.10.11)- 12 חודשי מאסר בפועל; ע""פ 6294/10 אלקיעאן (מיום 13.2.11)- 10 חודשי מאסר בפועל; רע""פ 2718/04 אבו דאחל (מיום 29.3.04)- 8 חודשי מאסר בפועל.","בתפ""ח (מרכז) 36578-05-12 אגנהו (מיום 6.5.13) הנאשם הורשע עפ""י הודייתו בעבירה של ניסיון לרצח, ונידון ל- 11 שנות מאסר בפועל. הנאשם ירה במתלונן, עימו היה לו סכסוך כספי, מטווח קרוב 15 כדורים. יצויין, כי על פסק הדין תלוי ועומד ערעור בביהמ""ש העליון.",1,"ע""פ 8978/02",http://www.nevo.co.il/case/5696518
"ע""פ 5604/11","בתפ""ח (מרכז) 36578-05-12 אגנהו (מיום 6.5.13) הנאשם הורשע עפ""י הודייתו בעבירה של ניסיון לרצח, ונידון ל- 11 שנות מאסר בפועל. הנאשם ירה במתלונן, עימו היה לו סכסוך כספי, מטווח קרוב 15 כדורים. יצויין, כי על פסק הדין תלוי ועומד ערעור בביהמ""ש העליון.
מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: ע""פ 5604/11 נאסר (מיום 5.10.11)- 12 חודשי מאסר בפועל; ע""פ 6294/10 אלקיעאן (מיום 13.2.11)- 10 חודשי מאסר בפועל; רע""פ 2718/04 אבו דאחל (מיום 29.3.04)- 8 חודשי מאסר בפועל.
מתחם העונש ההולם לארוע שבאישום 3, בגינו הורשע הנאשם בעבירות של ניסיון לרצח, החזקת נשק שלא כדין והפרת הוראה חוקית, בנסיבות תיק זה, הוא אפוא בין 10 ל- 14 שנות מאסר בפועל.
""חומרתה של עבירת החזקת הנשק, מקורה בכך שעבירה זאת אינה נעשית לרוב אלא כדי לאפשר ביצוען של עבירות אחרות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה"" (ע""פ 8416/09 חרבוש, מיום 9.6.10, סע' 55 לפסה""ד).
""לא אחת עמד בית משפט זה על החומרה היתרה הנודעת לעבירות נשק בכלל, ולעבירת החזקת נשק בפרט, המקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית..."" (ע""פ 5604/11 נאסר, מיום 5.10.11, בסע' 9 לפסה""ד; וראו גם: ע""פ 1332/04 פס, מיום 19.4.04, בסע' 4 לפסה""ד).
""עבירות בנשק חומרתן מכופלת, הן בעצם המעבר על החוק והן ובמוטעם במאטריה הספציפית; נשק שאינו כדין, קרי - ברישיון כדבעי, מועד לפורענות. זכורה האמירה, אם ראית במחזה תיאטרון אקדח במערכה הראשונה, סופו שיירה במערכה השניה או השלישית. הימצאו של נשק בידיים לא נכונות, עלול להביא בסופו של יום אף לקיפוד חיי אדם .."" (ע""פ 6371/11 הייבי, מיום 18.12.11, בסע' כ""ג לפסה""ד).","מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: ע""פ 5604/11 נאסר (מיום 5.10.11)- 12 חודשי מאסר בפועל;

""לא אחת עמד בית משפט זה על החומרה היתרה הנודעת לעבירות נשק בכלל, ולעבירת החזקת נשק בפרט, המקימה סיכון ממשי וחמור לציבור ויוצרת פוטנציאל להסלמה עבריינית..."" (ע""פ 5604/11 נאסר, מיום 5.10.11, בסע' 9 לפסה""ד; וראו גם: ע""פ 1332/04 פס, מיום 19.4.04, בסע' 4 לפסה""ד).",0,"תפ""ח (מרכז) 36578-05-12",http://www.nevo.co.il/case/5431876
"ע""פ 6294/10","בתפ""ח (מרכז) 36578-05-12 אגנהו (מיום 6.5.13) הנאשם הורשע עפ""י הודייתו בעבירה של ניסיון לרצח, ונידון ל- 11 שנות מאסר בפועל. הנאשם ירה במתלונן, עימו היה לו סכסוך כספי, מטווח קרוב 15 כדורים. יצויין, כי על פסק הדין תלוי ועומד ערעור בביהמ""ש העליון.
מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: ע""פ 5604/11 נאסר (מיום 5.10.11)- 12 חודשי מאסר בפועל; ע""פ 6294/10 אלקיעאן (מיום 13.2.11)- 10 חודשי מאסר בפועל; רע""פ 2718/04 אבו דאחל (מיום 29.3.04)- 8 חודשי מאסר בפועל.
מתחם העונש ההולם לארוע שבאישום 3, בגינו הורשע הנאשם בעבירות של ניסיון לרצח, החזקת נשק שלא כדין והפרת הוראה חוקית, בנסיבות תיק זה, הוא אפוא בין 10 ל- 14 שנות מאסר בפועל.","מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: ע""פ 6294/10 אלקיעאן (מיום 13.2.11)- 10 חודשי מאסר בפועל;",0,"תפ""ח (מרכז) 36578-05-12",http://www.nevo.co.il/case/5431876
"ר ע""פ 2718/04","בתפ""ח (מרכז) 36578-05-12 אגנהו (מיום 6.5.13) הנאשם הורשע עפ""י הודייתו בעבירה של ניסיון לרצח, ונידון ל- 11 שנות מאסר בפועל. הנאשם ירה במתלונן, עימו היה לו סכסוך כספי, מטווח קרוב 15 כדורים. יצויין, כי על פסק הדין תלוי ועומד ערעור בביהמ""ש העליון.
מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: ע""פ 5604/11 נאסר (מיום 5.10.11)- 12 חודשי מאסר בפועל; ע""פ 6294/10 אלקיעאן (מיום 13.2.11)- 10 חודשי מאסר בפועל; רע""פ 2718/04 אבו דאחל (מיום 29.3.04)- 8 חודשי מאסר בפועל.
מתחם העונש ההולם לארוע שבאישום 3, בגינו הורשע הנאשם בעבירות של ניסיון לרצח, החזקת נשק שלא כדין והפרת הוראה חוקית, בנסיבות תיק זה, הוא אפוא בין 10 ל- 14 שנות מאסר בפועל.","מדיניות הענישה הנהוגה בעבירה של החזקת נשק שלא כדין - ראו למשל: רע""פ 2718/04 אבו דאחל (מיום 29.3.04)- 8 חודשי מאסר בפועל.",1,"תפ""ח (מרכז) 36578-05-12",http://www.nevo.co.il/case/5431876
"ר ע""פ 2016/11","מדיניות הענישה הנהוגה בעבירת איומים (העבירות נשוא אישומים ראשון ושני):
רע""פ 2016/11 קדוש (מיום 14.3.11), הנאשם הורשע, לאחר שמיעת ראיות, בעבירת איומים ונידון ל- 3 חודשי מאסר בפועל אשר ירוצו בעבודת שירות. הנאשם איים על המתלוננת, שבינה לבין אחיו התקיים הליך משפטי אזרחי בעניין חוב כספי. לנאשם היה עבר פלילי.
ע""פ 1483/10 נוביקוב (מיום 30.6.10), הנאשם הורשע עפ""י הודייתו בעבירה של איומים ונידון ל- 5 חודשי מאסר בפועל (בנוסף הופעל מאסר על תנאי בן 7 חודשים, חלקו בחופף כך שסה""כ הוטלו 9 חודשי מאסר בפועל). הנאשם איים על המתלונן, איתו היו לו קשרים עסקיים בעבר, על רקע חוב כספי נטען. לנאשם היה עבר פלילי מכביד.","רע""פ 2016/11 קדוש (מיום 14.3.11), הנאשם הורשע, לאחר שמיעת ראיות, בעבירת איומים ונידון ל- 3 חודשי מאסר בפועל אשר ירוצו בעבודת שירות. הנאשם איים על המתלוננת, שבינה לבין אחיו התקיים הליך משפטי אזרחי בעניין חוב כספי. לנאשם היה עבר פלילי.",1,"ע""פ 2016/11",
"ע""פ 1483/10","רע""פ 2016/11 קדוש (מיום 14.3.11), הנאשם הורשע, לאחר שמיעת ראיות, בעבירת איומים ונידון ל- 3 חודשי מאסר בפועל אשר ירוצו בעבודת שירות. הנאשם איים על המתלוננת, שבינה לבין אחיו התקיים הליך משפטי אזרחי בעניין חוב כספי. לנאשם היה עבר פלילי.
ע""פ 1483/10 נוביקוב (מיום 30.6.10), הנאשם הורשע עפ""י הודייתו בעבירה של איומים ונידון ל- 5 חודשי מאסר בפועל (בנוסף הופעל מאסר על תנאי בן 7 חודשים, חלקו בחופף כך שסה""כ הוטלו 9 חודשי מאסר בפועל). הנאשם איים על המתלונן, איתו היו לו קשרים עסקיים בעבר, על רקע חוב כספי נטען. לנאשם היה עבר פלילי מכביד.
ת""פ (ת""א) 9241/08 בר (מיום 21.2.10), הנאשם הורשע עפ""י הודייתו בעבירת איומים והיזק לרכוש ונידון ל-4 חודשי מאסר על תנאי. הנאשם איים על עו""ד. חלפו שלוש וחצי שנים מהעבירה. עברו היה נקי.","ע""פ 1483/10 נוביקוב (מיום 30.6.10), הנאשם הורשע עפ""י הודייתו בעבירה של איומים ונידון ל- 5 חודשי מאסר בפועל (בנוסף הופעל מאסר על תנאי בן 7 חודשים, חלקו בחופף כך שסה""כ הוטלו 9 חודשי מאסר בפועל). הנאשם איים על המתלונן, איתו היו לו קשרים עסקיים בעבר, על רקע חוב כספי נטען. לנאשם היה עבר פלילי מכביד.",1,"ע""פ 2016/11",
