citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 6327/17","בע""פ 9511/01 קבקוב נ' מדינת ישראל הנאשם הורשע בעבירות של הכנה ונשיאה של כלי נשק מסוג בקת""ב – נגזרו עליו 12 חודשי מאסר.
ביחס להחזקת רימון הלם, בע""פ 6327/17 יוסבשוילי נ' מדינת ישראל (2018) ע""פ 7124/06 דרורי נ' מדינת ישראל (2007) צוין אמנם כי רימון הלם חומרתו פחותה יותר, הן בקטגוריית הנשקים הכללית, והן בתת הקטגוריה של הרימונים שלהם יכולת המתה. רימון הלם ""בכוחו להזיק"", להבדיל מיכולת המתה, ונעשה בו שימוש בעיקר להטלת אימה וגרימת נזק. עם זאת, אין להתעלם מהנזק הפוטנציאלי שיכול היה להיגרם כתוצאה מהמעשה. לעניין זה קבע בית המשפט העליון כך:
""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007); ראו גם: ע""פ 7386/13 עווד נ' מדינת ישראל (2013);","ביחס להחזקת רימון הלם, בע""פ 6327/17 יוסבשוילי נ' מדינת ישראל (2018)",0,"ע""פ 9511/01",http://www.nevo.co.il/case/6154475
"ע""פ 7124/06","ביחס להחזקת רימון הלם, בע""פ 6327/17 יוסבשוילי נ' מדינת ישראל (2018) ע""פ 7124/06 דרורי נ' מדינת ישראל (2007) צוין אמנם כי רימון הלם חומרתו פחותה יותר, הן בקטגוריית הנשקים הכללית, והן בתת הקטגוריה של הרימונים שלהם יכולת המתה. רימון הלם ""בכוחו להזיק"", להבדיל מיכולת המתה, ונעשה בו שימוש בעיקר להטלת אימה וגרימת נזק. עם זאת, אין להתעלם מהנזק הפוטנציאלי שיכול היה להיגרם כתוצאה מהמעשה. לעניין זה קבע בית המשפט העליון כך:
""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007); ראו גם: ע""פ 7386/13 עווד נ' מדינת ישראל (2013);
דברי דומים נאמרו גם בע""פ 5336/16 סעיד אל רחים עזאם ואח' נ' מדינת ישראל, פסקה 3 (2016):
בע""פ 9511/01 קבקוב נ' מדינת ישראל הנאשם הורשע בעבירות של הכנה ונשיאה של כלי נשק מסוג בקת""ב – נגזרו עליו 12 חודשי מאסר.
ביחס להחזקת רימון הלם, בע""פ 6327/17 יוסבשוילי נ' מדינת ישראל (2018) ע""פ 7124/06 דרורי נ' מדינת ישראל (2007) צוין אמנם כי רימון הלם חומרתו פחותה יותר, הן בקטגוריית הנשקים הכללית, והן בתת הקטגוריה של הרימונים שלהם יכולת המתה. רימון הלם ""בכוחו להזיק"", להבדיל מיכולת המתה, ונעשה בו שימוש בעיקר להטלת אימה וגרימת נזק. עם זאת, אין להתעלם מהנזק הפוטנציאלי שיכול היה להיגרם כתוצאה מהמעשה. לעניין זה קבע בית המשפט העליון כך:
""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007); ראו גם: ע""פ 7386/13 עווד נ' מדינת ישראל (2013);","בע""פ 7124/06 דרורי נ' מדינת ישראל (2007) צוין אמנם כי רימון הלם חומרתו פחותה יותר, הן בקטגוריית הנשקים הכללית, והן בתת הקטגוריה של הרימונים שלהם יכולת המתה. רימון הלם ""בכוחו להזיק"", להבדיל מיכולת המתה, ונעשה בו שימוש בעיקר להטלת אימה וגרימת נזק. עם זאת, אין להתעלם מהנזק הפוטנציאלי שיכול היה להיגרם כתוצאה מהמעשה. לעניין זה קבע בית המשפט העליון כך:
""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007)",0,"ע""פ 6327/17",http://www.nevo.co.il/case/22908758
"ע""פ 7124/06","ביחס להחזקת רימון הלם, בע""פ 6327/17 יוסבשוילי נ' מדינת ישראל (2018) ע""פ 7124/06 דרורי נ' מדינת ישראל (2007) צוין אמנם כי רימון הלם חומרתו פחותה יותר, הן בקטגוריית הנשקים הכללית, והן בתת הקטגוריה של הרימונים שלהם יכולת המתה. רימון הלם ""בכוחו להזיק"", להבדיל מיכולת המתה, ונעשה בו שימוש בעיקר להטלת אימה וגרימת נזק. עם זאת, אין להתעלם מהנזק הפוטנציאלי שיכול היה להיגרם כתוצאה מהמעשה. לעניין זה קבע בית המשפט העליון כך:
""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007); ראו גם: ע""פ 7386/13 עווד נ' מדינת ישראל (2013);
דברי דומים נאמרו גם בע""פ 5336/16 סעיד אל רחים עזאם ואח' נ' מדינת ישראל, פסקה 3 (2016):
בע""פ 9511/01 קבקוב נ' מדינת ישראל הנאשם הורשע בעבירות של הכנה ונשיאה של כלי נשק מסוג בקת""ב – נגזרו עליו 12 חודשי מאסר.
ביחס להחזקת רימון הלם, בע""פ 6327/17 יוסבשוילי נ' מדינת ישראל (2018) ע""פ 7124/06 דרורי נ' מדינת ישראל (2007) צוין אמנם כי רימון הלם חומרתו פחותה יותר, הן בקטגוריית הנשקים הכללית, והן בתת הקטגוריה של הרימונים שלהם יכולת המתה. רימון הלם ""בכוחו להזיק"", להבדיל מיכולת המתה, ונעשה בו שימוש בעיקר להטלת אימה וגרימת נזק. עם זאת, אין להתעלם מהנזק הפוטנציאלי שיכול היה להיגרם כתוצאה מהמעשה. לעניין זה קבע בית המשפט העליון כך:
""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007); ראו גם: ע""פ 7386/13 עווד נ' מדינת ישראל (2013);","ע""פ 7124/06 דרורי נ' מדינת ישראל (2007) צוין אמנם כי רימון הלם חומרתו פחותה יותר, הן בקטגוריית הנשקים הכללית, והן בתת הקטגוריה של הרימונים שלהם יכולת המתה. רימון הלם ""בכוחו להזיק"", להבדיל מיכולת המתה, ונעשה בו שימוש בעיקר להטלת אימה וגרימת נזק. עם זאת, אין להתעלם מהנזק הפוטנציאלי שיכול היה להיגרם כתוצאה מהמעשה. לעניין זה קבע בית המשפט העליון כך:  
""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007);",0,"ע""פ 6327/17",http://www.nevo.co.il/case/22908758
"ע""פ 7386/13","ביחס להחזקת רימון הלם, בע""פ 6327/17 יוסבשוילי נ' מדינת ישראל (2018) ע""פ 7124/06 דרורי נ' מדינת ישראל (2007) צוין אמנם כי רימון הלם חומרתו פחותה יותר, הן בקטגוריית הנשקים הכללית, והן בתת הקטגוריה של הרימונים שלהם יכולת המתה. רימון הלם ""בכוחו להזיק"", להבדיל מיכולת המתה, ונעשה בו שימוש בעיקר להטלת אימה וגרימת נזק. עם זאת, אין להתעלם מהנזק הפוטנציאלי שיכול היה להיגרם כתוצאה מהמעשה. לעניין זה קבע בית המשפט העליון כך:
""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007); ראו גם: ע""פ 7386/13 עווד נ' מדינת ישראל (2013);
דברי דומים נאמרו גם בע""פ 5336/16 סעיד אל רחים עזאם ואח' נ' מדינת ישראל, פסקה 3 (2016):","(ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007); ראו גם: ע""פ 7386/13 עווד נ' מדינת ישראל (2013);",0,"ע""פ 6327/17",http://www.nevo.co.il/case/22908758
"ע""פ 5336/16","""העובדה שתוצאתו של הפיצוץ איננה ההרס והחורבן הנגרמים מרימונים ""רגילים"" אינה גורעת מנפיצותו של הרימון המחולל אותו...גם בשאלה האם בכוחו של רימון מסוג זה להזיק לאדם דומני שיישומו של המבחן אשר נקבע בהלכת שטרית...מניב תוצאה ברורה...רימון הלם הינו רימון היוצר נזק"" (ע""פ 7124/06 דרורי נ' מדינת ישראל, פסקאות 9-10 (2007); ראו גם: ע""פ 7386/13 עווד נ' מדינת ישראל (2013);
דברי דומים נאמרו גם בע""פ 5336/16 סעיד אל רחים עזאם ואח' נ' מדינת ישראל, פסקה 3 (2016):
""אכן, הנזק הפוטנציאלי של רימון הלם הוא נמוך מזה של רימון רסס (השוו ע""פ 1323/13 רך חסן נ' מדינת ישראל (5.6.2013)), אך לא ניתן להתעלם מהאפקט שהוא יוצר ומהבהלה שיש בכוחו לזרוע בקרב
הציבור ושומא על בית המשפט לתרום את חלקו במלחמה על תחושת הביטחון האישי של הציבור"".","דברי דומים נאמרו גם בע""פ 5336/16 סעיד אל רחים עזאם ואח' נ' מדינת ישראל, פסקה 3 (2016):
""אכן, הנזק הפוטנציאלי של רימון הלם הוא נמוך מזה של רימון רסס (השוו ע""פ 1323/13 רך חסן נ' מדינת ישראל (5.6.2013)), אך לא ניתן להתעלם מהאפקט שהוא יוצר ומהבהלה שיש בכוחו לזרוע בקרב
הציבור ושומא על בית המשפט לתרום את חלקו במלחמה על תחושת הביטחון האישי של הציבור"".",0,"ע""פ 7124/06",http://www.nevo.co.il/case/5865581
"ע""פ 1323/13","דברי דומים נאמרו גם בע""פ 5336/16 סעיד אל רחים עזאם ואח' נ' מדינת ישראל, פסקה 3 (2016):
""אכן, הנזק הפוטנציאלי של רימון הלם הוא נמוך מזה של רימון רסס (השוו ע""פ 1323/13 רך חסן נ' מדינת ישראל (5.6.2013)), אך לא ניתן להתעלם מהאפקט שהוא יוצר ומהבהלה שיש בכוחו לזרוע בקרב
הציבור ושומא על בית המשפט לתרום את חלקו במלחמה על תחושת הביטחון האישי של הציבור"".
סקירת מדיניות הענישה הנהוגה בגין החזקת רימון הלם מלמדת על טווח ענישה רחב התלוי לרוב בנסיבותיו של כל מקרה ומקרה:","(השוו ע""פ 1323/13 רך חסן נ' מדינת ישראל (5.6.2013))",0,"ע""פ 5336/16",http://www.nevo.co.il/case/21477388
"ע""פ 2482/22","סקירת מדיניות הענישה הנהוגה בגין החזקת רימון הלם מלמדת על טווח ענישה רחב התלוי לרוב בנסיבותיו של כל מקרה ומקרה:
בע""פ 2482/22 מדינת ישראל נ' קדורה (מיום 14.4.2022) הורשע נאשם, על פי הודאתו, בעבירת החזקת נשק בצוותא עם אחר – אקדח ""גלוק"", מחסנית, כדורים ורימון הלם אותם החזיק בביתו לתקופה קצרה. בית המשפט המחוזי קבע מתחם עונש הנע בין 36-10 חודשי מאסר וגזר על הנאשם, בן 19 וללא הרשעות קודמות, 10 חודשי מאסר . בית המשפט העליון קיבל את ערעור המדינה והחמיר עונשו ל-18 חודשים.
בת""פ (שלום עכו) 6532-03-14 מדינת ישראל נ' רעד (מיום 3.7.2014), מדובר היה בנאשם צעיר בעל הרשעה קודמת אחת, אשר הורשע בהחזקת 6 רימוני הלם,  מספר מחסניות וכמות גדולה של כדורים מסוגים שונים. נקבע מתחם ענישה שבין 8 חודשים ל- 18 חודשים. בית המשפט גזר עליו 14 חודשי מאסר בפועל לצד עונשים נלווים.","בע""פ 2482/22 מדינת ישראל נ' קדורה (מיום 14.4.2022) הורשע נאשם, על פי הודאתו, בעבירת החזקת נשק בצוותא עם אחר – אקדח ""גלוק"", מחסנית, כדורים ורימון הלם אותם החזיק בביתו לתקופה קצרה. בית המשפט המחוזי קבע מתחם עונש הנע בין 36-10 חודשי מאסר וגזר על הנאשם, בן 19 וללא הרשעות קודמות, 10 חודשי מאסר . בית המשפט העליון קיבל את ערעור המדינה והחמיר עונשו ל-18 חודשים.",1,"ע""פ 2482/22",http://www.nevo.co.il/case/28513828
"ת""פ (שלום עכו) 6532-03-14","בע""פ 2482/22 מדינת ישראל נ' קדורה (מיום 14.4.2022) הורשע נאשם, על פי הודאתו, בעבירת החזקת נשק בצוותא עם אחר – אקדח ""גלוק"", מחסנית, כדורים ורימון הלם אותם החזיק בביתו לתקופה קצרה. בית המשפט המחוזי קבע מתחם עונש הנע בין 36-10 חודשי מאסר וגזר על הנאשם, בן 19 וללא הרשעות קודמות, 10 חודשי מאסר . בית המשפט העליון קיבל את ערעור המדינה והחמיר עונשו ל-18 חודשים.
בת""פ (שלום עכו) 6532-03-14 מדינת ישראל נ' רעד (מיום 3.7.2014), מדובר היה בנאשם צעיר בעל הרשעה קודמת אחת, אשר הורשע בהחזקת 6 רימוני הלם,  מספר מחסניות וכמות גדולה של כדורים מסוגים שונים. נקבע מתחם ענישה שבין 8 חודשים ל- 18 חודשים. בית המשפט גזר עליו 14 חודשי מאסר בפועל לצד עונשים נלווים.
בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.","בת""פ (שלום עכו) 6532-03-14 מדינת ישראל נ' רעד (מיום 3.7.2014), מדובר היה בנאשם צעיר בעל הרשעה קודמת אחת, אשר הורשע בהחזקת 6 רימוני הלם,  מספר מחסניות וכמות גדולה של כדורים מסוגים שונים. נקבע מתחם ענישה שבין 8 חודשים ל- 18 חודשים. בית המשפט גזר עליו 14 חודשי מאסר בפועל לצד עונשים נלווים.",1,"ע""פ 2482/22",http://www.nevo.co.il/case/28513828
"ת""פ (שלום ת""א-יפו) 56119-02-13","בת""פ (שלום עכו) 6532-03-14 מדינת ישראל נ' רעד (מיום 3.7.2014), מדובר היה בנאשם צעיר בעל הרשעה קודמת אחת, אשר הורשע בהחזקת 6 רימוני הלם,  מספר מחסניות וכמות גדולה של כדורים מסוגים שונים. נקבע מתחם ענישה שבין 8 חודשים ל- 18 חודשים. בית המשפט גזר עליו 14 חודשי מאסר בפועל לצד עונשים נלווים.
בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.
ראו גם: ע""פ 5602/22 - מדינת ישראל נ' פלוני, פסקה 12, (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9, (6.11.22); ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 (23.1.2022); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פסקה 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פסקה 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פסקאות 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פסקה 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פסקה 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פסקאות 12-13 (19.12.21)].","בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.",1,"ת""פ (שלום עכו) 6532-03-14",http://www.nevo.co.il/case/13030651
"ע""פ 5602/22","בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.
ראו גם: ע""פ 5602/22 - מדינת ישראל נ' פלוני, פסקה 12, (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9, (6.11.22); ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 (23.1.2022); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פסקה 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פסקה 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פסקאות 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פסקה 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פסקה 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פסקאות 12-13 (19.12.21)].
סבורני, כי בנסיבות מקרה זה, יש לקבוע את מתחם העונש ההולם החל מ-12 חודשי מאסר ועד 24 חודשים לצד ענישה נלווית.","ראו גם: ע""פ 5602/22 - מדינת ישראל נ' פלוני, פסקה 12, (14.9.22);",0,"ת""פ (שלום ת""א-יפו) 56119-02-13",http://www.nevo.co.il/case/6709288
"ע""פ 4103/22","בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.
ראו גם: ע""פ 5602/22 - מדינת ישראל נ' פלוני, פסקה 12, (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9, (6.11.22); ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 (23.1.2022); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פסקה 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פסקה 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פסקאות 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פסקה 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פסקה 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פסקאות 12-13 (19.12.21)].
סבורני, כי בנסיבות מקרה זה, יש לקבוע את מתחם העונש ההולם החל מ-12 חודשי מאסר ועד 24 חודשים לצד ענישה נלווית.","ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9, (6.11.22)",0,"ת""פ (שלום ת""א-יפו) 56119-02-13",http://www.nevo.co.il/case/6709288
"ע""פ 4456/21","בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.
ראו גם: ע""פ 5602/22 - מדינת ישראל נ' פלוני, פסקה 12, (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9, (6.11.22); ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 (23.1.2022); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פסקה 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פסקה 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פסקאות 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פסקה 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פסקה 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פסקאות 12-13 (19.12.21)].
סבורני, כי בנסיבות מקרה זה, יש לקבוע את מתחם העונש ההולם החל מ-12 חודשי מאסר ועד 24 חודשים לצד ענישה נלווית.","ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 (23.1.2022)",0,"ת""פ (שלום ת""א-יפו) 56119-02-13",http://www.nevo.co.il/case/6709288
"ע""פ 2033/21","בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.
ראו גם: ע""פ 5602/22 - מדינת ישראל נ' פלוני, פסקה 12, (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9, (6.11.22); ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 (23.1.2022); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פסקה 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פסקה 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פסקאות 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פסקה 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פסקה 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פסקאות 12-13 (19.12.21)].
סבורני, כי בנסיבות מקרה זה, יש לקבוע את מתחם העונש ההולם החל מ-12 חודשי מאסר ועד 24 חודשים לצד ענישה נלווית.","ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פסקה 8 (30.8.21)",0,"ת""פ (שלום ת""א-יפו) 56119-02-13",http://www.nevo.co.il/case/6709288
"ע""פ 6021/21","בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.
ראו גם: ע""פ 5602/22 - מדינת ישראל נ' פלוני, פסקה 12, (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9, (6.11.22); ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 (23.1.2022); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פסקה 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פסקה 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פסקאות 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פסקה 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פסקה 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פסקאות 12-13 (19.12.21)].
סבורני, כי בנסיבות מקרה זה, יש לקבוע את מתחם העונש ההולם החל מ-12 חודשי מאסר ועד 24 חודשים לצד ענישה נלווית.","ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פסקה 2 (19.12.21)",0,"ת""פ (שלום ת""א-יפו) 56119-02-13",http://www.nevo.co.il/case/6709288
"ע""פ 587/22","בת""פ (שלום ת""א-יפו) 56119-02-13 מדינת ישראל נ' יפרח  (2.9.2013) – הנאשם הורשע עפ""י הודאתו ובמסגרת הסדר לטווחי הענישה בהחזקת אקדח, מחסנית, כדורים שונים רימון הלם ומשתיק קול לאקדח.  הנאשם בעל עבר פלילי ובית המשפט גזר עליו 16  חודשי מאסר לצד ענישה נלווית.
ראו גם: ע""פ 5602/22 - מדינת ישראל נ' פלוני, פסקה 12, (14.9.22); ע""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9, (6.11.22); ע""פ 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 (23.1.2022); ע""פ 2033/21 איימן זועבי נ' מדינת ישראל, פסקה 8 (30.8.21); ע""פ 6021/21 עלי עבוד נ' מדינת ישראל, פסקה 2 (19.12.21); ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פסקאות 9-10 (22.5.22); ע""פ 5780/21 מוחמד שיבלי נ' מדינת ישראל, פסקה 2 (14.12.21); ע""פ 2101/21 תומר טוביה נ' מדינת ישראל, פסקה 2 (29.7.21); ע""פ 6068/21 מדינת ישראל נ' אברהם פקיה, פסקאות 12-13 (19.12.21)].
סבורני, כי בנסיבות מקרה זה, יש לקבוע את מתחם העונש ההולם החל מ-12 חודשי מאסר ועד 24 חודשים לצד ענישה נלווית.","ע""פ 587/22 עדאב אבו נאעסה נ' מדינת ישראל, פסקאות 9-10 (22.5.22)",0,"ת""פ (שלום ת""א-יפו) 56119-02-13",http://www.nevo.co.il/case/6709288
